"playlist_key","playlist_title","playlist_description","track_position","track_id","track_title"
"machine_logic","Machine Logic — IDM, Braindance & Cerebral Electronic Music","Intricate, abstract and built to reward close listening. Machine Logic is vanishaudio's deepest IDM and cerebral electronic music — glitchy rhythms, fractured beats, leftfield sound design and braindance-influenced programming that refuses to sit still. |  | Each track is a small puzzle of digital texture and analogue warmth. Underground, experimental and uncompromising. |  | Tags: IDM, braindance, intelligent dance music, experimental electronic, glitch, leftfield, ambient techno, abstract, sound design, electronica, underground, cerebral, Warp Records influenced","18","929326192","Thirteen"
"analogue_haze","Analogue Haze — Vaporwave, Synthwave & Balearic Downtempo","Warm, nostalgic and sun-soaked. Analogue Haze collects vanishaudio's most atmospheric and retro-influenced work — vaporwave aesthetics, synthwave textures and balearic downtempo drifting through vintage synth pads and tape-saturated warmth. |  | Melancholic yet uplifting, each track carries that hazy feeling of a half-remembered summer. Cosmic, floating and deeply analogue. |  | Tags: vaporwave, synthwave, balearic, downtempo, chillwave, future garage, lo-fi, ambient, nostalgic, analog synth, dreamy, electronic, sunset vibes, retro electronic","1","936245926","Philos"
"analogue_haze","Analogue Haze — Vaporwave, Synthwave & Balearic Downtempo","Warm, nostalgic and sun-soaked. Analogue Haze collects vanishaudio's most atmospheric and retro-influenced work — vaporwave aesthetics, synthwave textures and balearic downtempo drifting through vintage synth pads and tape-saturated warmth. |  | Melancholic yet uplifting, each track carries that hazy feeling of a half-remembered summer. Cosmic, floating and deeply analogue. |  | Tags: vaporwave, synthwave, balearic, downtempo, chillwave, future garage, lo-fi, ambient, nostalgic, analog synth, dreamy, electronic, sunset vibes, retro electronic","2","781795897","FutureState"
"analogue_haze","Analogue Haze — Vaporwave, Synthwave & Balearic Downtempo","Warm, nostalgic and sun-soaked. Analogue Haze collects vanishaudio's most atmospheric and retro-influenced work — vaporwave aesthetics, synthwave textures and balearic downtempo drifting through vintage synth pads and tape-saturated warmth. |  | Melancholic yet uplifting, each track carries that hazy feeling of a half-remembered summer. Cosmic, floating and deeply analogue. |  | Tags: vaporwave, synthwave, balearic, downtempo, chillwave, future garage, lo-fi, ambient, nostalgic, analog synth, dreamy, electronic, sunset vibes, retro electronic","3","944512096","MiamiShade"
"analogue_haze","Analogue Haze — Vaporwave, Synthwave & Balearic Downtempo","Warm, nostalgic and sun-soaked. Analogue Haze collects vanishaudio's most atmospheric and retro-influenced work — vaporwave aesthetics, synthwave textures and balearic downtempo drifting through vintage synth pads and tape-saturated warmth. |  | Melancholic yet uplifting, each track carries that hazy feeling of a half-remembered summer. Cosmic, floating and deeply analogue. |  | Tags: vaporwave, synthwave, balearic, downtempo, chillwave, future garage, lo-fi, ambient, nostalgic, analog synth, dreamy, electronic, sunset vibes, retro electronic","4","2284057061","tripplighter"
"hypnotic_drive","Hypnotic Drive — Techno, Dub Techno & Driving Electronic Music","Forward motion and hypnotic momentum. Hypnotic Drive brings together vanishaudio's most propulsive and textural electronic work — dub techno, driving IDM, melodic techno and ambient techno that builds and evolves with relentless patience. |  | Layered synthesizers, percussive programming and deep atmospheric processing create an immersive tunnel of sound. Built for long journeys, focused listening and dark dancefloors. |  | Tags: techno, dub techno, ambient techno, driving, hypnotic, melodic techno, electronica, IDM, layered, textural, progressive, underground techno, electronic music","1","941754340","Driving"
"hypnotic_drive","Hypnotic Drive — Techno, Dub Techno & Driving Electronic Music","Forward motion and hypnotic momentum. Hypnotic Drive brings together vanishaudio's most propulsive and textural electronic work — dub techno, driving IDM, melodic techno and ambient techno that builds and evolves with relentless patience. |  | Layered synthesizers, percussive programming and deep atmospheric processing create an immersive tunnel of sound. Built for long journeys, focused listening and dark dancefloors. |  | Tags: techno, dub techno, ambient techno, driving, hypnotic, melodic techno, electronica, IDM, layered, textural, progressive, underground techno, electronic music","2","785199202","DualSpoke"
"hypnotic_drive","Hypnotic Drive — Techno, Dub Techno & Driving Electronic Music","Forward motion and hypnotic momentum. Hypnotic Drive brings together vanishaudio's most propulsive and textural electronic work — dub techno, driving IDM, melodic techno and ambient techno that builds and evolves with relentless patience. |  | Layered synthesizers, percussive programming and deep atmospheric processing create an immersive tunnel of sound. Built for long journeys, focused listening and dark dancefloors. |  | Tags: techno, dub techno, ambient techno, driving, hypnotic, melodic techno, electronica, IDM, layered, textural, progressive, underground techno, electronic music","3","1718393853","DriveDrumStake"
"hypnotic_drive","Hypnotic Drive — Techno, Dub Techno & Driving Electronic Music","Forward motion and hypnotic momentum. Hypnotic Drive brings together vanishaudio's most propulsive and textural electronic work — dub techno, driving IDM, melodic techno and ambient techno that builds and evolves with relentless patience. |  | Layered synthesizers, percussive programming and deep atmospheric processing create an immersive tunnel of sound. Built for long journeys, focused listening and dark dancefloors. |  | Tags: techno, dub techno, ambient techno, driving, hypnotic, melodic techno, electronica, IDM, layered, textural, progressive, underground techno, electronic music","4","2102244087","gameOfLayers"
"hypnotic_drive","Hypnotic Drive — Techno, Dub Techno & Driving Electronic Music","Forward motion and hypnotic momentum. Hypnotic Drive brings together vanishaudio's most propulsive and textural electronic work — dub techno, driving IDM, melodic techno and ambient techno that builds and evolves with relentless patience. |  | Layered synthesizers, percussive programming and deep atmospheric processing create an immersive tunnel of sound. Built for long journeys, focused listening and dark dancefloors. |  | Tags: techno, dub techno, ambient techno, driving, hypnotic, melodic techno, electronica, IDM, layered, textural, progressive, underground techno, electronic music","5","2045594252","beedee5"
"hypnotic_drive","Hypnotic Drive — Techno, Dub Techno & Driving Electronic Music","Forward motion and hypnotic momentum. Hypnotic Drive brings together vanishaudio's most propulsive and textural electronic work — dub techno, driving IDM, melodic techno and ambient techno that builds and evolves with relentless patience. |  | Layered synthesizers, percussive programming and deep atmospheric processing create an immersive tunnel of sound. Built for long journeys, focused listening and dark dancefloors. |  | Tags: techno, dub techno, ambient techno, driving, hypnotic, melodic techno, electronica, IDM, layered, textural, progressive, underground techno, electronic music","6","1483437955","Scaffolds"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","1","1084316380","LivedIn"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","2","2284016660","slinkWorm"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","3","1763498052","CouchSofa"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","4","1720476225","GoodFoSomethin"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","5","1048465609","Barefoot"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","6","1876774047","LifesTools"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","7","1176803137","Soliddo"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","8","2193560347","teahouse"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","9","2271473198","moreOver"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","10","1717783677","HeadedInto"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","11","1718393772","ThatSound"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","12","1652007813","WinSally"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","13","831204925","GhostOne"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","14","1566045094","RippIt"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","15","899166160","MakeMove"
"bedroom_warmth","Bedroom Warmth — Lo-Fi House, Ambient House & Organic Electronic","Intimate, warm and lived-in. Bedroom Warmth gathers vanishaudio's most organic and understated electronic music — lo-fi house, ambient house, downtempo and organic electronic built from analogue warmth, tape hiss and careful restraint. |  | The kind of music that feels like afternoon light through half-closed blinds. Cosy, unhurried and deeply human. |  | Tags: lo-fi house, ambient house, downtempo, lo-fi, chillout, organic electronic, bedroom producer, analog, warm, chill house, balearic, deep house, electronica, underground","16","62026806","Frozen"
